Ticker,Date,Time,LTP,BuyPrice,BuyQty,SellPrice,SellQty,LTQ,OpenInterest
FINNIFTY02JAN2419650PE.NFO,02/01/2024,09:15:28,0.25,0.15,1440,0.45,760,240,10960
FINNIFTY02JAN2419650PE.NFO,02/01/2024,09:15:28,0.2,0.15,1440,0.45,760,0,10960
FINNIFTY02JAN2419650PE.NFO,02/01/2024,09:15:28,0.45,0.15,1440,0.45,760,0,10960
FINNIFTY02JAN2419650PE.NFO,02/01/2024,09:15:28,0.15,0.15,1440,0.45,760,0,10960
FINNIFTY02JAN2419650PE.NFO,02/01/2024,09:15:39,0.2,0.15,1520,0.45,840,160,10960
FINNIFTY02JAN2419650PE.NFO,02/01/2024,09:15:50,0.2,0.2,40,0.35,800,280,10960
FINNIFTY02JAN2419650PE.NFO,02/01/2024,09:16:00,0.2,0.15,10760,0.35,760,240,10960
FINNIFTY02JAN2419650PE.NFO,02/01/2024,09:16:12,0.2,0.2,40,0.35,960,0,10960
FINNIFTY02JAN2419650PE.NFO,02/01/2024,09:16:21,0.2,0.15,17360,0.35,960,40,10960
FINNIFTY02JAN2419650PE.NFO,02/01/2024,09:16:41,0.2,0.15,17320,0.3,40,80,10960
FINNIFTY02JAN2419650PE.NFO,02/01/2024,09:16:50,0.2,0.15,17360,0.3,80,240,10960
FINNIFTY02JAN2419650PE.NFO,02/01/2024,09:17:00,0.2,0.15,17360,0.3,440,0,10960
FINNIFTY02JAN2419650PE.NFO,02/01/2024,09:17:19,0.2,0.2,2480,0.25,320,0,10960
FINNIFTY02JAN2419650PE.NFO,02/01/2024,09:17:38,0.2,0.2,2480,0.25,400,0,10960
FINNIFTY02JAN2419650PE.NFO,02/01/2024,09:17:57,0.2,0.2,2440,0.25,680,40,10120
FINNIFTY02JAN2419650PE.NFO,02/01/2024,09:18:07,0.2,0.2,1960,0.25,4240,0,10120
FINNIFTY02JAN2419650PE.NFO,02/01/2024,09:18:16,0.2,0.2,1960,0.25,4280,0,10120
